StudentID,Age,Gender,EducationLevel,City,AIToolUsed,DailyUsageHours,Purpose,ImpactonGrades,SatisfactionLevel
2340,21,Male,School,Pune,Perplexity,3.8,Writing,No Change,High
2341,25,Female,College,Bhubaneswar,Claude,1.6,Research,Improved,Medium
2342,21,Male,School,Jaipur,Gemini,4.7,Learning,No Change,Low
2343,19,Male,University,Thiruvananthapuram,Claude,5.2,Research,Improved,High
2344,15,Female,School,Thiruvananthapuram,Gemini,4.3,Writing,Improved,High
2345,25,Female,School,Lucknow,Copilot,5.7,Coding,Improved,Medium
2346,15,Female,School,Ranchi,Grammarly,1.3,Coding,No Change,Medium
2347,18,Male,College,Bengaluru,Gemini,0.5,Learning,Slight Decline,Medium
2348,19,Male,University,Jaipur,Notion AI,2.1,Writing,Improved,High
2349,18,Male,University,Bhopal,ChatGPT,5.5,Coding,No Change,Low
2350,19,Male,College,Mumbai,Gemini,1.3,Learning,Improved,High
2351,20,Female,College,Visakhapatnam,Copilot,5.1,Research,Slight Decline,High
2352,22,Male,University,Jaipur,Notion AI,6.1,Writing,Improved,High
2353,21,Female,College,Ludhiana,ChatGPT,3.9,Homework,Improved,Low
2354,19,Male,University,Mumbai,Claude,5.8,Research,Improved,High
2355,15,Female,University,Vijayawada,Notion AI,2.0,Research,Improved,Low
2356,20,Female,College,Ludhiana,Notion AI,4.8,Coding,Improved,Low
2357,19,Female,University,Hyderabad,Grammarly,5.2,Learning,No Change,Low
2358,18,Female,College,Chandigarh,Copilot,3.4,Coding,No Change,High
2359,21,Male,School,Guwahati,Copilot,4.1,Writing,No Change,High
2360,20,Male,University,Chandigarh,Copilot,1.0,Research,Improved,Low
2361,23,Female,College,Ranchi,Gemini,2.2,Research,No Change,Medium
2362,22,Female,University,Delhi,ChatGPT,1.0,Homework,Slight Decline,Medium
2363,21,Female,University,Pune,Perplexity,1.9,Writing,Improved,Low
2364,22,Male,School,Ahmedabad,Copilot,5.9,Learning,Improved,Medium
2365,16,Female,School,Coimbatore,ChatGPT,0.7,Homework,Slight Decline,High
2366,22,Female,College,Ludhiana,Grammarly,3.5,Research,No Change,Medium
2367,25,Male,University,Kanpur,Perplexity,3.6,Homework,Improved,Low
2368,24,Male,School,Chennai,Notion AI,2.2,Learning,Slight Decline,Low
2369,17,Male,University,Pune,Grammarly,5.2,Writing,Improved,Medium
2370,23,Female,University,Vijayawada,Grammarly,4.0,Research,No Change,Medium
2371,23,Female,College,Kolkata,Copilot,1.7,Homework,Improved,Medium
2372,24,Male,School,Lucknow,ChatGPT,3.3,Writing,No Change,Medium
2373,23,Male,College,Ahmedabad,Gemini,0.6,Writing,Slight Decline,Medium
2374,21,Male,University,Jaipur,Claude,0.6,Research,Slight Decline,Medium
2375,21,Male,College,Pune,Perplexity,4.9,Learning,Slight Decline,Low
2376,15,Female,College,Thiruvananthapuram,Claude,1.5,Learning,No Change,High
2377,23,Female,College,Indore,Grammarly,6.3,Learning,No Change,Medium
2378,24,Female,College,Vijayawada,ChatGPT,2.6,Research,Slight Decline,High
2379,19,Female,University,Indore,Notion AI,4.7,Learning,Slight Decline,Medium
2380,18,Male,College,Jaipur,ChatGPT,3.3,Coding,No Change,High
2381,15,Female,School,Pune,Perplexity,3.0,Writing,Improved,High
2382,22,Male,School,Jaipur,Gemini,4.5,Learning,No Change,High
2383,25,Female,College,Chandigarh,Perplexity,4.3,Coding,Slight Decline,Low
2384,15,Male,College,Bhubaneswar,Perplexity,5.8,Research,No Change,Medium
2385,19,Female,College,Guwahati,Gemini,1.0,Research,Slight Decline,Medium
2386,17,Male,University,Vijayawada,Copilot,3.5,Learning,Improved,Low
2387,23,Female,College,Guwahati,Perplexity,4.1,Research,Slight Decline,High
2388,16,Male,University,Surat,Grammarly,4.4,Writing,Slight Decline,Medium
2389,25,Female,University,Mysuru,ChatGPT,4.3,Writing,No Change,Low
2390,18,Male,College,Ludhiana,Copilot,2.7,Coding,Slight Decline,Low
2391,25,Female,School,Kanpur,Gemini,0.7,Coding,Slight Decline,High
2392,19,Male,University,Chennai,Copilot,4.8,Coding,No Change,Medium
2393,24,Male,School,Bhubaneswar,Claude,0.8,Homework,Improved,Low
2394,22,Female,College,Kanpur,Copilot,3.3,Writing,No Change,High
2395,19,Female,College,Hyderabad,Notion AI,4.8,Coding,No Change,High
2396,24,Male,College,Coimbatore,Copilot,2.1,Writing,Slight Decline,High
2397,22,Female,School,Delhi,Claude,0.7,Research,Slight Decline,Medium
2398,23,Female,School,Noida,Notion AI,1.1,Research,Slight Decline,Low
2399,17,Female,University,Kolkata,Claude,1.3,Learning,Improved,Medium
2400,20,Male,College,Nagpur,Notion AI,4.5,Learning,Improved,High
2401,16,Male,College,Kanpur,Claude,4.4,Learning,Improved,High
2402,25,Male,School,Jaipur,ChatGPT,6.4,Writing,Improved,Medium
2403,17,Female,School,Vijayawada,Claude,2.4,Writing,No Change,Low
2404,16,Male,School,Ranchi,Notion AI,1.3,Learning,No Change,Low
2405,20,Female,College,Ranchi,Copilot,1.5,Learning,Slight Decline,High
2406,19,Male,College,Mysuru,Grammarly,0.7,Writing,No Change,Medium
2407,20,Female,College,Gurugram,Copilot,5.4,Coding,No Change,Low
2408,22,Male,School,Lucknow,Copilot,1.0,Coding,Improved,Medium
2409,25,Male,College,Ranchi,Perplexity,5.9,Coding,Slight Decline,Medium
2410,21,Male,University,Coimbatore,Gemini,0.8,Writing,No Change,High
2411,18,Female,University,Hyderabad,Perplexity,5.4,Coding,Slight Decline,High
2412,24,Male,College,Nagpur,ChatGPT,1.7,Learning,No Change,Medium
2413,25,Female,School,Delhi,Copilot,0.6,Learning,Slight Decline,High
2414,19,Male,College,Kochi,Notion AI,4.7,Homework,No Change,Medium
2415,19,Female,University,Bhopal,ChatGPT,0.5,Learning,Improved,Medium
2416,17,Female,University,Hyderabad,Copilot,2.3,Coding,No Change,High
2417,24,Female,University,Visakhapatnam,Copilot,0.8,Writing,No Change,Low
2418,19,Male,University,Pune,Notion AI,1.2,Writing,No Change,High
2419,15,Male,University,Kolkata,Claude,1.3,Research,Improved,Low
2420,25,Male,University,Chennai,Notion AI,4.8,Learning,Improved,High
2421,16,Male,College,Pune,Perplexity,6.3,Coding,Improved,Medium
2422,19,Male,University,Surat,Copilot,2.0,Research,Improved,Medium
2423,17,Female,University,Bengaluru,Grammarly,2.9,Learning,Slight Decline,High
2424,21,Female,University,Mumbai,Notion AI,2.7,Research,No Change,High
2425,16,Female,College,Bhopal,Gemini,2.0,Homework,Improved,High
2426,16,Male,College,Nagpur,Copilot,4.8,Homework,Improved,Low
2427,22,Female,University,Thiruvananthapuram,Claude,2.1,Writing,Improved,High
2428,22,Male,College,Kanpur,Gemini,3.6,Research,Improved,Low
2429,20,Female,University,Chennai,Claude,1.3,Learning,Slight Decline,Low
2430,23,Female,School,Indore,Notion AI,5.6,Learning,No Change,High
2431,24,Male,School,Kolkata,Grammarly,4.6,Research,No Change,Medium
2432,20,Male,University,Bhubaneswar,Perplexity,3.7,Coding,Slight Decline,Low
2433,19,Male,College,Visakhapatnam,Perplexity,4.2,Learning,No Change,Medium
2434,24,Female,School,Indore,Notion AI,1.8,Learning,No Change,High
2435,25,Male,College,Indore,Notion AI,5.6,Coding,No Change,Medium
2436,18,Female,College,Thiruvananthapuram,Gemini,1.2,Coding,Improved,Medium
2437,24,Female,College,Jaipur,Claude,5.8,Coding,No Change,Low
2438,15,Male,University,Vijayawada,Grammarly,4.2,Homework,No Change,Medium
2439,25,Male,College,Ahmedabad,Notion AI,6.1,Coding,Improved,Low
2440,16,Male,University,Chandigarh,Gemini,2.2,Writing,Improved,High
2441,17,Female,University,Visakhapatnam,Claude,6.1,Coding,Slight Decline,Low
2442,22,Female,School,Visakhapatnam,ChatGPT,4.3,Homework,Slight Decline,Medium
2443,19,Male,School,Vijayawada,Claude,0.6,Writing,No Change,Low
2444,21,Male,School,Mumbai,Notion AI,1.1,Research,Slight Decline,Low
2445,23,Male,University,Nagpur,Copilot,4.1,Writing,Improved,Medium
2446,22,Male,University,Hyderabad,Grammarly,1.1,Writing,Slight Decline,Medium
2447,23,Female,University,Kolkata,Gemini,5.0,Homework,Slight Decline,High
2448,24,Female,University,Kolkata,Gemini,4.5,Writing,Slight Decline,High
2449,19,Female,School,Patna,Claude,1.6,Coding,Slight Decline,High
2450,17,Female,College,Pune,Claude,4.3,Research,No Change,Medium
2451,25,Male,University,Pune,Perplexity,3.9,Writing,Slight Decline,Low
2452,23,Male,School,Gurugram,ChatGPT,2.0,Coding,Slight Decline,High
2453,16,Male,College,Chennai,ChatGPT,4.7,Coding,Improved,High
2454,19,Male,College,Ranchi,Claude,2.0,Writing,No Change,Low
2455,25,Male,School,Ludhiana,Notion AI,5.7,Homework,Improved,Medium
2456,19,Male,University,Coimbatore,Gemini,2.9,Homework,Improved,Low
2457,16,Male,College,Chandigarh,Copilot,3.5,Learning,No Change,Medium
2458,19,Female,School,Pune,Grammarly,4.5,Writing,Slight Decline,Low
2459,15,Male,University,Ludhiana,Gemini,5.8,Homework,Slight Decline,High
2460,25,Male,College,Ludhiana,Grammarly,3.2,Coding,Slight Decline,High
2461,22,Female,School,Guwahati,Grammarly,4.4,Coding,No Change,Medium
2462,19,Male,College,Mysuru,ChatGPT,4.1,Research,Improved,High
2463,21,Male,School,Surat,ChatGPT,0.9,Research,Slight Decline,Low
2464,24,Female,University,Pune,Gemini,4.3,Coding,No Change,Low
2465,23,Female,School,Guwahati,Notion AI,0.8,Learning,Improved,Medium
2466,20,Male,University,Chennai,Copilot,3.5,Homework,Improved,High
2467,15,Male,School,Chandigarh,Perplexity,1.1,Learning,No Change,Low
2468,16,Male,College,Ranchi,Copilot,4.2,Coding,No Change,Medium
2469,21,Female,College,Bengaluru,Gemini,4.8,Writing,Improved,Low
2470,24,Female,College,Thiruvananthapuram,Gemini,5.2,Homework,No Change,Medium
2471,15,Female,University,Chennai,ChatGPT,4.0,Research,Slight Decline,Low
2472,17,Female,School,Patna,Grammarly,6.4,Research,No Change,High
2473,22,Male,College,Vijayawada,Notion AI,2.7,Learning,No Change,Low
2474,17,Male,School,Bengaluru,Claude,0.6,Writing,Improved,Low
2475,20,Male,College,Bengaluru,Copilot,5.4,Learning,Slight Decline,High
2476,15,Female,School,Thiruvananthapuram,Claude,3.2,Research,No Change,Low
2477,22,Male,School,Mysuru,Perplexity,3.8,Coding,Slight Decline,Low
2478,24,Female,School,Ranchi,Perplexity,5.6,Learning,Slight Decline,Medium
2479,24,Male,University,Bhubaneswar,Copilot,2.1,Coding,No Change,Medium
2480,17,Male,College,Kolkata,Claude,2.5,Research,Improved,Medium
2481,19,Male,College,Guwahati,Notion AI,1.1,Homework,Slight Decline,Medium
2482,24,Male,College,Chandigarh,Perplexity,4.6,Writing,No Change,High
2483,19,Female,School,Bhubaneswar,Claude,1.8,Writing,Improved,High
2484,24,Female,School,Guwahati,Gemini,5.6,Coding,No Change,Low
2485,18,Male,School,Guwahati,Copilot,4.2,Homework,Improved,High
2486,20,Female,School,Chandigarh,Grammarly,6.0,Homework,No Change,Medium
2487,19,Female,School,Lucknow,Claude,0.9,Homework,No Change,High
2488,21,Female,School,Patna,Claude,6.5,Homework,No Change,High
2489,22,Female,School,Gurugram,Gemini,2.9,Homework,Improved,High
2490,17,Female,University,Guwahati,Gemini,3.8,Research,No Change,Low
2491,17,Male,School,Jaipur,Copilot,4.4,Homework,Slight Decline,Low
2492,25,Male,University,Jaipur,Claude,3.4,Learning,Improved,High
2493,24,Male,University,Guwahati,Perplexity,3.7,Coding,Improved,High
2494,15,Female,School,Kanpur,Copilot,3.0,Coding,No Change,Medium
2495,21,Male,University,Ludhiana,Grammarly,1.6,Writing,No Change,Low
2496,24,Female,College,Kolkata,Notion AI,6.3,Coding,No Change,Medium
2497,25,Male,School,Thiruvananthapuram,Grammarly,5.3,Learning,No Change,Low
2498,21,Female,College,Noida,Copilot,4.1,Learning,Slight Decline,Low
2499,23,Female,College,Bengaluru,Copilot,0.8,Research,No Change,Low
2500,18,Male,University,Thiruvananthapuram,Copilot,5.9,Homework,Slight Decline,High
2501,19,Female,College,Kolkata,Copilot,1.0,Homework,Improved,Low
2502,18,Female,College,Kanpur,Copilot,5.2,Research,Improved,High
2503,18,Male,University,Bhubaneswar,Claude,0.9,Learning,Improved,High
2504,22,Female,College,Chennai,Copilot,5.1,Learning,Slight Decline,High
2505,20,Male,College,Lucknow,ChatGPT,5.6,Writing,No Change,Medium
2506,15,Female,School,Noida,ChatGPT,3.2,Homework,Improved,Low
2507,17,Male,College,Chennai,Claude,3.8,Learning,Improved,Medium
2508,21,Female,School,Bhopal,Notion AI,5.5,Research,No Change,Medium
2509,24,Male,School,Kolkata,Gemini,6.3,Learning,Slight Decline,High
2510,23,Male,College,Noida,Copilot,0.6,Homework,No Change,Low
2511,24,Female,University,Ludhiana,Notion AI,1.3,Writing,No Change,Medium
2512,22,Female,College,Patna,Notion AI,5.7,Learning,No Change,Medium
2513,25,Female,University,Ludhiana,Grammarly,4.6,Writing,Slight Decline,High
2514,16,Female,School,Mysuru,Grammarly,2.1,Writing,No Change,Low
2515,24,Female,University,Coimbatore,Claude,3.2,Coding,Slight Decline,Low
2516,23,Female,University,Lucknow,Notion AI,1.2,Research,Slight Decline,Low
2517,25,Female,University,Vijayawada,ChatGPT,0.7,Coding,Improved,Low
2518,21,Female,School,Noida,ChatGPT,4.9,Homework,Improved,Low
2519,21,Male,School,Ahmedabad,ChatGPT,4.8,Research,Improved,Medium
2520,20,Male,University,Gurugram,Perplexity,4.7,Research,Improved,Medium
2521,19,Female,University,Delhi,Perplexity,5.8,Research,No Change,Low
2522,15,Male,College,Vijayawada,Claude,2.2,Homework,Slight Decline,Medium
2523,15,Male,School,Bhopal,Perplexity,3.0,Homework,Slight Decline,High
2524,24,Female,University,Nagpur,Claude,2.0,Research,Slight Decline,Low
2525,19,Female,School,Surat,Copilot,4.3,Learning,No Change,High
2526,17,Female,School,Thiruvananthapuram,Grammarly,4.3,Writing,Improved,Low
2527,16,Female,College,Mysuru,Perplexity,2.9,Learning,No Change,High
2528,16,Male,University,Visakhapatnam,ChatGPT,6.1,Learning,Slight Decline,Low
2529,21,Male,College,Lucknow,ChatGPT,3.4,Coding,No Change,Low
2530,18,Male,School,Vijayawada,Copilot,6.0,Writing,Improved,Medium
2531,17,Male,School,Jaipur,Gemini,4.9,Writing,Slight Decline,Low
2532,24,Male,School,Nagpur,Copilot,6.1,Learning,No Change,Low
2533,19,Female,College,Bhopal,ChatGPT,5.0,Research,Slight Decline,Low
2534,19,Male,University,Visakhapatnam,Perplexity,1.8,Writing,Slight Decline,High
2535,25,Female,School,Gurugram,Perplexity,4.6,Homework,Improved,Low
2536,23,Male,School,Mysuru,Copilot,1.9,Writing,Improved,High
2537,16,Female,College,Lucknow,Claude,2.2,Research,No Change,High
2538,22,Male,University,Vijayawada,Perplexity,1.8,Research,Improved,High
2539,22,Female,College,Gurugram,Notion AI,3.5,Coding,No Change,Low
2540,24,Male,College,Chennai,Claude,3.1,Writing,Improved,Low
2541,16,Male,University,Bengaluru,Grammarly,5.9,Learning,Improved,Low
2542,21,Female,College,Jaipur,Perplexity,4.1,Coding,Slight Decline,Low
2543,24,Female,School,Noida,Claude,2.7,Homework,No Change,Low
2544,18,Male,University,Noida,ChatGPT,4.2,Learning,Improved,Low
2545,18,Female,University,Chandigarh,Claude,2.5,Homework,Slight Decline,High
2546,15,Male,School,Gurugram,Grammarly,5.5,Learning,Slight Decline,Low
2547,21,Female,School,Patna,Notion AI,1.0,Homework,No Change,Low
2548,16,Female,College,Bhubaneswar,ChatGPT,1.8,Learning,Improved,High
2549,22,Male,College,Patna,Copilot,1.1,Learning,No Change,High
2550,16,Female,School,Patna,ChatGPT,5.7,Research,Slight Decline,Low
2551,24,Female,College,Guwahati,Gemini,2.1,Research,No Change,Low
2552,25,Female,University,Indore,Grammarly,6.5,Writing,Slight Decline,Low
2553,17,Female,School,Bhopal,Notion AI,1.4,Learning,Improved,Medium
2554,18,Female,School,Coimbatore,Notion AI,2.4,Writing,Slight Decline,Medium
2555,19,Female,College,Guwahati,Copilot,5.9,Homework,Improved,Low
2556,23,Male,College,Coimbatore,Notion AI,4.3,Research,Slight Decline,Medium
2557,17,Male,University,Surat,ChatGPT,3.5,Homework,Improved,Medium
2558,22,Male,College,Ahmedabad,Copilot,1.5,Learning,Slight Decline,High
2559,20,Male,College,Mumbai,Notion AI,5.2,Homework,Improved,High
2560,21,Female,University,Jaipur,Notion AI,2.5,Learning,Improved,Low
2561,15,Female,College,Kochi,Copilot,5.0,Coding,No Change,Low
2562,19,Female,School,Thiruvananthapuram,Perplexity,4.0,Learning,Improved,High
2563,24,Female,College,Hyderabad,Copilot,4.2,Homework,Improved,Low
2564,16,Female,University,Ahmedabad,Claude,2.5,Learning,Improved,Medium
2565,16,Male,University,Surat,Claude,1.0,Learning,Improved,Medium
2566,21,Female,School,Ludhiana,Claude,4.1,Writing,Slight Decline,High
2567,21,Female,School,Chennai,Copilot,5.0,Learning,Improved,Low
2568,23,Male,University,Chandigarh,Grammarly,4.0,Coding,Improved,Low
2569,20,Male,School,Delhi,Notion AI,4.1,Learning,Improved,High
2570,21,Male,University,Delhi,Copilot,4.7,Learning,Slight Decline,Medium
2571,16,Male,University,Delhi,ChatGPT,0.8,Learning,No Change,Low
2572,17,Male,College,Jaipur,Notion AI,1.8,Research,Slight Decline,High
2573,20,Male,University,Noida,Grammarly,4.2,Writing,Slight Decline,Low
2574,20,Male,School,Chandigarh,ChatGPT,1.3,Research,No Change,Medium
2575,17,Female,University,Thiruvananthapuram,Perplexity,2.1,Research,No Change,Medium
2576,22,Male,University,Lucknow,Perplexity,0.8,Homework,Slight Decline,High
2577,21,Female,School,Lucknow,Grammarly,1.8,Learning,Slight Decline,Medium
2578,15,Female,College,Chennai,Gemini,0.6,Homework,No Change,Low
2579,15,Female,School,Mysuru,Copilot,5.4,Homework,No Change,High
2580,22,Female,School,Ludhiana,Perplexity,4.0,Learning,No Change,High
2581,23,Male,School,Mysuru,Copilot,3.8,Coding,Slight Decline,High
2582,21,Female,School,Bhopal,Perplexity,0.5,Learning,Slight Decline,Medium
2583,25,Female,School,Vijayawada,Copilot,5.6,Learning,Improved,High
2584,17,Male,College,Lucknow,Gemini,0.5,Research,Slight Decline,Medium
2585,19,Female,College,Bhubaneswar,Grammarly,5.2,Homework,No Change,Medium
2586,23,Male,University,Nagpur,Grammarly,1.8,Coding,No Change,Medium
2587,16,Male,School,Surat,Notion AI,5.4,Writing,No Change,Medium
2588,25,Female,University,Ludhiana,Claude,1.3,Learning,Slight Decline,High
2589,17,Male,College,Bhopal,Grammarly,3.8,Research,No Change,High
2590,18,Female,College,Chandigarh,Claude,0.7,Coding,Improved,High
2591,17,Female,School,Mumbai,Grammarly,3.8,Research,Improved,Medium
2592,15,Female,School,Vijayawada,Grammarly,1.3,Learning,Slight Decline,Low
2593,16,Female,University,Pune,ChatGPT,5.3,Writing,No Change,High
2594,20,Male,University,Chandigarh,Notion AI,1.9,Homework,Improved,Low
2595,23,Male,College,Coimbatore,ChatGPT,1.2,Research,Improved,Medium
2596,18,Male,College,Ranchi,Claude,0.7,Writing,No Change,Medium
2597,15,Male,School,Ahmedabad,Perplexity,3.9,Research,No Change,High
2598,18,Male,College,Thiruvananthapuram,Gemini,4.5,Coding,Improved,Low
2599,20,Female,College,Chennai,Claude,5.9,Learning,Slight Decline,Low
2600,24,Male,School,Surat,Notion AI,0.9,Research,Improved,Medium
2601,21,Male,College,Chandigarh,Gemini,2.9,Writing,Slight Decline,High
2602,17,Male,University,Ranchi,Notion AI,1.5,Writing,Improved,Medium
2603,25,Male,College,Ahmedabad,Grammarly,3.5,Learning,No Change,High
2604,25,Male,School,Chandigarh,Gemini,1.9,Homework,Slight Decline,Medium
2605,22,Male,University,Kolkata,Notion AI,3.0,Homework,Slight Decline,Low
2606,21,Male,College,Jaipur,Grammarly,2.7,Writing,Slight Decline,High
2607,17,Male,School,Coimbatore,Notion AI,4.6,Research,Improved,Low
2608,22,Female,College,Jaipur,ChatGPT,5.0,Homework,No Change,Low
2609,17,Male,School,Indore,Gemini,3.0,Coding,Improved,High
2610,18,Female,College,Vijayawada,Perplexity,2.0,Writing,Slight Decline,Medium
2611,16,Female,University,Nagpur,Grammarly,5.3,Learning,Improved,Low
2612,17,Male,University,Nagpur,Claude,5.6,Homework,Improved,Medium
2613,17,Male,College,Guwahati,Copilot,3.7,Coding,No Change,Medium
2614,18,Female,University,Ludhiana,Copilot,2.0,Writing,No Change,Medium
2615,20,Female,University,Lucknow,Copilot,5.2,Writing,Slight Decline,Low
2616,23,Female,University,Hyderabad,Claude,2.6,Research,No Change,High
2617,23,Male,School,Kanpur,Claude,6.0,Writing,No Change,Low
2618,23,Male,College,Visakhapatnam,ChatGPT,2.1,Research,No Change,High
2619,19,Female,University,Ranchi,ChatGPT,6.1,Research,No Change,Low
2620,21,Male,School,Chennai,Perplexity,3.1,Writing,No Change,Low
2621,24,Male,University,Gurugram,Copilot,5.0,Coding,Improved,High
2622,18,Male,University,Jaipur,Notion AI,1.8,Learning,Improved,Medium
2623,23,Male,School,Chandigarh,Grammarly,4.2,Coding,No Change,High
2624,16,Female,University,Mysuru,Copilot,4.0,Learning,Slight Decline,High
2625,19,Female,School,Bhubaneswar,Claude,3.0,Writing,Improved,High
2626,21,Male,University,Visakhapatnam,Grammarly,4.9,Research,Improved,Low
2627,20,Male,University,Ahmedabad,Claude,5.4,Coding,Slight Decline,Low
2628,17,Female,College,Coimbatore,Gemini,4.9,Research,Slight Decline,Low
2629,19,Female,School,Ranchi,Notion AI,5.4,Coding,Slight Decline,High
2630,21,Female,University,Bhopal,Notion AI,5.0,Learning,Slight Decline,Low
2631,17,Male,School,Mumbai,Copilot,1.4,Research,No Change,Low
2632,24,Male,College,Kanpur,Notion AI,5.1,Coding,Improved,Low
2633,23,Male,University,Chandigarh,Notion AI,1.6,Homework,No Change,Medium
2634,18,Male,College,Nagpur,ChatGPT,1.1,Writing,No Change,Medium
2635,22,Female,College,Thiruvananthapuram,ChatGPT,5.9,Writing,Improved,Medium
2636,25,Female,School,Coimbatore,Copilot,4.1,Learning,Slight Decline,High
2637,19,Female,University,Vijayawada,Perplexity,1.6,Homework,Improved,Low
2638,16,Male,College,Ahmedabad,Notion AI,4.3,Research,Slight Decline,High
2639,20,Male,College,Pune,Perplexity,2.5,Learning,Improved,High
2640,25,Female,School,Mysuru,Grammarly,1.3,Writing,Slight Decline,Low
2641,15,Female,School,Noida,Notion AI,5.3,Research,Improved,Medium
2642,19,Female,College,Hyderabad,Gemini,1.2,Learning,Slight Decline,High
2643,17,Male,School,Ludhiana,Grammarly,6.3,Coding,No Change,Medium
2644,21,Female,University,Ludhiana,ChatGPT,5.1,Homework,Improved,Low
2645,24,Female,College,Noida,Gemini,4.8,Learning,Slight Decline,Medium
2646,22,Female,School,Ranchi,Gemini,1.9,Research,No Change,Medium
2647,19,Male,University,Indore,Notion AI,5.1,Homework,Slight Decline,High
2648,18,Male,School,Nagpur,Perplexity,0.6,Writing,No Change,Medium
2649,17,Female,School,Noida,Gemini,3.8,Learning,No Change,Low
2650,15,Male,University,Pune,Claude,2.4,Writing,Improved,High
2651,25,Female,College,Mumbai,Gemini,5.5,Research,Improved,Low
2652,18,Female,College,Kanpur,Grammarly,5.1,Research,No Change,High
2653,19,Female,College,Indore,Grammarly,3.4,Homework,Improved,Medium
2654,23,Female,College,Patna,ChatGPT,3.3,Research,Slight Decline,Low
2655,17,Female,School,Vijayawada,Grammarly,0.9,Learning,No Change,Medium
2656,17,Female,College,Ludhiana,Gemini,1.9,Learning,No Change,High
2657,18,Female,University,Surat,Gemini,4.7,Learning,Slight Decline,Medium
2658,20,Male,University,Kochi,ChatGPT,0.9,Coding,Improved,Medium
2659,17,Male,University,Lucknow,Grammarly,5.2,Research,Improved,High
2660,16,Male,University,Mumbai,Copilot,6.4,Writing,Improved,Low
2661,17,Male,University,Coimbatore,Notion AI,1.0,Coding,Slight Decline,Low
2662,20,Female,College,Vijayawada,Notion AI,3.2,Writing,Slight Decline,Low
2663,23,Male,College,Lucknow,Claude,4.0,Homework,No Change,High
2664,17,Male,School,Gurugram,Gemini,5.4,Learning,Slight Decline,High
2665,23,Female,College,Bhubaneswar,Perplexity,1.4,Coding,Improved,High
2666,21,Male,College,Indore,Gemini,2.7,Homework,Slight Decline,High
2667,25,Male,College,Lucknow,Notion AI,5.5,Learning,Slight Decline,Low
2668,20,Female,University,Visakhapatnam,Grammarly,3.6,Coding,Slight Decline,Low
2669,20,Male,School,Delhi,Claude,1.5,Research,Slight Decline,High
2670,22,Male,University,Ranchi,Copilot,5.7,Coding,Slight Decline,High
2671,17,Male,College,Indore,Perplexity,6.1,Writing,No Change,High
2672,19,Female,University,Bhubaneswar,ChatGPT,4.9,Learning,Slight Decline,Medium
2673,20,Female,University,Bengaluru,Claude,6.3,Writing,Slight Decline,High
2674,19,Male,University,Mysuru,Notion AI,6.1,Homework,No Change,High
2675,19,Male,University,Hyderabad,Claude,1.2,Coding,No Change,High
2676,25,Female,University,Lucknow,Copilot,3.0,Coding,Slight Decline,High
2677,25,Female,School,Kanpur,ChatGPT,4.1,Learning,No Change,Low
2678,16,Female,University,Patna,Copilot,4.9,Coding,Improved,Medium
2679,17,Male,School,Thiruvananthapuram,Grammarly,3.7,Writing,Slight Decline,High
2680,17,Female,University,Nagpur,Perplexity,4.4,Coding,Improved,High
2681,20,Female,University,Jaipur,Notion AI,1.2,Research,Slight Decline,High
2682,22,Male,University,Mumbai,Perplexity,2.9,Writing,No Change,Low
2683,25,Male,College,Mumbai,Copilot,0.5,Research,Improved,Low
2684,19,Female,University,Vijayawada,Claude,4.4,Writing,No Change,Low
2685,17,Female,School,Noida,ChatGPT,1.5,Homework,No Change,Low
2686,20,Male,School,Jaipur,Grammarly,2.9,Homework,No Change,Low
2687,23,Female,College,Kolkata,ChatGPT,3.5,Research,Improved,High
2688,17,Male,College,Thiruvananthapuram,Gemini,4.5,Learning,No Change,Low
2689,23,Male,College,Indore,ChatGPT,5.1,Learning,Improved,Medium
2690,25,Female,College,Kolkata,ChatGPT,4.8,Learning,Slight Decline,High
2691,16,Female,University,Coimbatore,Notion AI,3.9,Learning,No Change,Medium
2692,19,Female,School,Mumbai,ChatGPT,3.7,Learning,Improved,Medium
2693,21,Male,School,Indore,Perplexity,5.6,Research,Improved,Low
2694,24,Female,School,Mumbai,Claude,5.7,Learning,Slight Decline,High
2695,22,Female,University,Lucknow,ChatGPT,0.9,Coding,Slight Decline,Low
2696,25,Female,School,Chandigarh,Gemini,2.1,Research,Slight Decline,High
2697,20,Female,School,Jaipur,Gemini,6.0,Writing,Slight Decline,Low
2698,19,Female,School,Kolkata,ChatGPT,4.1,Learning,Slight Decline,Low
2699,24,Female,College,Ahmedabad,Grammarly,1.3,Coding,No Change,Low
2700,24,Male,College,Mysuru,ChatGPT,0.9,Coding,Improved,Low
2701,15,Male,School,Coimbatore,Notion AI,1.1,Learning,Improved,High
2702,21,Male,College,Ranchi,Perplexity,5.1,Homework,No Change,High
2703,25,Male,School,Kanpur,Notion AI,1.8,Homework,Improved,Low
2704,18,Male,College,Gurugram,Claude,2.0,Homework,Slight Decline,Low
2705,25,Female,School,Noida,ChatGPT,1.3,Coding,Slight Decline,High
2706,18,Male,College,Pune,Claude,4.1,Coding,No Change,High
2707,15,Male,School,Chennai,ChatGPT,3.6,Coding,Improved,Medium
2708,21,Female,College,Bengaluru,Copilot,2.2,Research,Slight Decline,Medium
2709,19,Female,University,Gurugram,Grammarly,4.4,Coding,Improved,Low
2710,22,Male,College,Ranchi,Perplexity,5.2,Homework,Improved,High
